frame,x,y,undistort_x,undistort_y
0,,,,
1,,,,
2,,,,
3,558,313,530.039221,300.556126
4,580,306,555.804491,294.132104
5,609,296,589.068133,284.805057
6,641,287,625.103271,276.681172
7,670,278,657.097437,268.339910
8,697,271,686.486331,261.994928
9,728,264,719.789997,255.723979
10,756,256,749.430935,248.147808
11,782,249,776.710086,241.473658
12,812,243,807.989599,235.873367
13,838,237,834.898426,230.035225
14,865,232,862.739362,225.166123
15,890,227,888.431996,220.133705
16,916,222,915.115371,214.980135
17,941,217,940.771864,209.679046
18,965,214,965.432898,206.408973
19,989,210,990.153385,201.922205
20,1012,207,1013.920681,198.400192
21,1033,204,1035.719202,194.786319
22,1056,201,1059.719597,191.011722
23,1077,199,1081.755064,188.258409
24,1097,197,1102.886845,185.424139
25,1117,196,1124.140727,183.591696
26,1137,195,1145.566411,181.655775
27,1155,193,1165.067395,178.592797
28,1173,192,1184.698056,176.554646
29,1191,192,1204.460486,175.551856
30,1207,192,1222.191968,174.589188
31,1224,192,1241.215578,173.491560
32,1240,192,1259.306100,172.386914
33,1256,192,1277.589696,171.211660
34,1272,193,1295.999097,171.112262
35,1286,193,1312.352499,169.965599
36,1301,195,1329.894215,170.985823
37,1316,196,1347.724957,170.798615
38,1328,197,1362.125921,170.840774
39,1342,198,1379.124784,170.651418
40,1353,200,1392.501557,171.889422
41,1366,202,1408.509578,172.896938
42,1377,204,1422.165502,174.085380
43,1389,206,1437.237012,175.142654
44,1401,208,1452.476549,176.173349
45,1411,210,1465.270882,177.407782
46,1420,213,1476.751579,179.931634
47,1432,215,1492.449944,180.903051
48,1441,218,1504.168263,183.407607
49,1452,221,1518.715585,185.662894
50,1460,224,1529.298285,188.277207
51,1470,228,1542.619418,191.842272
52,1478,230,1553.528017,193.248998
53,1487,232,1565.946105,194.522627
54,1494,236,1575.378031,198.462443
55,1504,239,1589.328449,200.811525
56,1511,243,1598.943080,204.758352
57,1518,245,1608.894635,206.281215
58,1526,249,1620.145111,210.106155
59,1533,253,1630.012914,214.067080
60,1540,256,1640.095802,216.814454
61,1547,260,1650.135814,220.787662
62,1554,263,1660.395943,223.544470
63,1560,267,1669.077441,227.662145
64,1566,271,1677.828962,231.787768
65,1572,274,1686.781726,234.693370
66,1578,279,1695.549692,240.064773
67,1584,283,1704.523013,244.217088
68,1589,286,1712.102966,247.273994
69,1595,290,1721.221455,251.444074
70,1601,295,1730.296803,256.860538
71,1605,298,1736.437174,260.067208
72,1611,304,1745.536480,266.745018
73,1615,307,1751.777943,269.968457
74,1620,312,1759.487392,275.556531
75,1625,316,1767.386710,279.917410
76,1629,321,1773.544196,285.649757
77,1634,325,1781.573624,290.034742
78,1638,330,1787.844466,295.791011
79,1642,334,1794.282490,300.314716
80,1646,339,1800.662794,306.094801
81,1650,343,1807.209856,310.641468
82,1654,348,1813.706660,316.447519
83,1657,352,1818.594003,321.123505
84,1662,357,1826.991644,326.853217
85,1665,362,1831.876614,332.802655
86,1669,366,1838.717439,337.414104
87,1672,371,1843.700912,343.388203
88,1675,376,1848.732150,349.374263
89,1679,381,1855.664621,355.284011
90,1681,385,1859.029908,360.129520
91,1685,391,1866.004352,367.327919
92,1687,396,1869.365810,373.450781
93,1690,400,1874.736454,378.247980
94,1693,406,1880.012893,385.577799
95,1696,410,1885.495706,390.405096
96,1698,415,1889.025762,396.575576
97,1701,420,1894.548050,402.694423
98,1703,425,1898.168311,408.890806
99,1706,430,1903.811304,415.044667
100,1708,435,1907.528283,421.269772
101,1711,441,1913.255663,428.730360
102,1713,444,1917.165386,432.449086
103,,,,
104,,,,
105,,,,
106,,,,
107,,,,
108,,,,
109,,,,
110,,,,
111,,,,
112,,,,
113,,,,
114,,,,
115,,,,
116,,,,
117,,,,
118,,,,
119,,,,
120,,,,
121,,,,
122,,,,
123,,,,
124,,,,
125,,,,
126,,,,
127,,,,
128,,,,
129,,,,
130,,,,
131,,,,
132,,,,
133,,,,
134,,,,
135,,,,
136,,,,
137,,,,
138,,,,
139,,,,
140,,,,
141,,,,
142,,,,
143,,,,
144,,,,
145,,,,
146,,,,
147,,,,
148,,,,
149,,,,
150,,,,
151,,,,
152,,,,
153,,,,
154,,,,
155,,,,
156,,,,
157,,,,
158,,,,
159,,,,
160,,,,
161,,,,
162,,,,
163,,,,
164,,,,
165,,,,
166,,,,
167,,,,
168,,,,
169,,,,
170,,,,
171,,,,
172,,,,
173,,,,
174,,,,
175,,,,
176,,,,
177,,,,
178,,,,
179,,,,
180,,,,
181,,,,
182,,,,
183,,,,
184,,,,
185,,,,
186,,,,
187,,,,
188,,,,
189,,,,
190,,,,
191,,,,
192,,,,
193,,,,
194,,,,
195,,,,
196,,,,
197,,,,
198,,,,
199,,,,
200,,,,
201,,,,
202,,,,
203,,,,
204,,,,
205,,,,
206,,,,
207,,,,
208,,,,
209,,,,
210,,,,
211,,,,
212,,,,
213,,,,
214,,,,
215,,,,
216,,,,
217,,,,
218,,,,
219,,,,
220,,,,
221,,,,
222,,,,
223,,,,
224,,,,
225,,,,
226,,,,
227,,,,
228,,,,
229,,,,
230,,,,
231,,,,
232,,,,
233,,,,
234,,,,
235,,,,
236,,,,
237,,,,
238,,,,
239,,,,
240,,,,
241,,,,
242,,,,
243,,,,
244,,,,
245,,,,
246,,,,
247,,,,
248,,,,
249,,,,
250,,,,
251,,,,
252,,,,
253,,,,
254,,,,
255,,,,
256,,,,
257,,,,
