frame,x,y,undistort_x,undistort_y
0,,,,
1,,,,
2,,,,
3,,,,
4,,,,
5,,,,
6,,,,
7,1342,277,1376.677491,253.135012
8,1331,274,1363.587672,250.669209
9,1315,270,1344.713134,247.469183
10,1298,268,1324.718244,246.596989
11,1283,266,1307.302662,245.509223
12,1268,263,1290.143923,243.239876
13,1252,260,1272.008588,241.000760
14,1234,260,1251.591034,242.237796
15,1218,258,1233.764319,241.014457
16,1202,257,1216.036096,240.860773
17,1187,256,1199.558572,240.592880
18,1169,257,1179.837728,242.660870
19,1153,254,1162.643419,240.093063
20,1134,253,1142.249955,239.829449
21,1116,254,1122.994771,241.664786
22,1099,255,1104.933427,243.382698
23,1084,257,1089.054965,246.070457
24,1066,258,1070.148471,247.674728
25,1051,260,1054.440925,250.232364
26,1033,262,1035.686120,252.786723
27,1017,263,1019.092496,254.140909
28,999,264,1000.480996,255.458223
29,983,269,983.946082,261.043512
30,967,273,967.468425,265.469826
31,950,275,950.000859,267.666692
32,935,277,934.600999,269.808154
33,919,282,918.197120,275.134913
34,904,285,902.815601,278.254667
35,888,291,886.435498,284.541964
36,874,294,872.070460,287.579160
37,860,299,857.720956,292.722923
38,847,304,844.389506,297.844538
39,833,309,830.004811,302.910796
40,816,314,812.472946,307.871060
41,806,320,802.208486,314.027160
42,793,325,788.767252,319.019137
43,780,330,775.284537,323.985393
44,769,337,763.919491,331.110188
45,756,343,750.378633,337.093824
46,745,350,738.936561,344.178324
47,732,356,725.288879,350.125507
48,721,362,713.717628,356.122543
49,710,369,702.127372,363.167064
50,701,375,692.612423,369.212316
51,689,382,679.830864,376.209894
52,679,389,669.159889,383.269709
53,670,388,659.261935,381.909459
54,662,383,650.266114,376.325793
55,652,378,638.982456,370.625707
56,643,373,628.725045,364.917974
57,634,368,618.385003,359.164005
58,624,363,606.821891,353.314204
59,615,359,596.349168,348.543649
60,606,355,585.789566,343.730722
61,598,351,576.302923,338.930179
62,589,346,565.510189,332.933332
63,581,343,555.920527,329.147621
64,573,340,546.255685,325.328715
65,565,338,536.580589,322.586132
66,558,335,527.967321,318.772177
67,551,332,519.289750,314.927904
68,544,329,510.546278,311.052597
69,536,329,500.735903,310.446964
70,528,327,490.694554,307.568265
71,522,326,483.148915,305.956104
72,515,324,474.217437,303.110709
73,510,323,467.832480,301.550933
74,501,322,456.323801,299.630899
75,495,322,448.650708,299.099237
76,490,322,442.220529,298.649219
77,484,321,434.368020,296.949679
78,478,322,426.651562,297.543045
79,472,322,418.793037,296.975964
80,467,322,412.205648,296.496185
81,462,323,405.680274,297.170224
82,457,323,399.022268,296.679512
83,452,324,392.427360,297.346643
84,447,325,385.797276,298.011222
85,442,327,379.232603,299.840819
86,438,329,373.996059,301.772178
87,433,330,367.266280,302.433926
88,430,332,363.353320,304.468670
89,425,334,356.666823,306.301176
