frame,x,y,undistort_x,undistort_y
0,555,318,523.102846,299.522741
1,557,313,525.142192,294.046261
2,585,306,558.150011,288.285140
3,593,305,567.523424,287.743210
4,603,302,579.037960,285.094119
5,620,298,598.505685,281.793311
6,630,297,609.941896,281.340859
7,645,294,626.857374,278.961130
8,660,291,643.616429,276.547221
9,675,288,660.229359,274.098109
10,687,285,673.388342,271.449035
11,702,285,689.920481,272.246890
12,714,285,703.046910,272.848060
13,735,285,725.821483,273.822087
14,750,285,741.947690,274.458024
15,765,285,757.966399,275.044958
16,780,285,773.886475,275.583565
17,795,285,789.716593,276.074471
18,808,287,803.426481,278.630657
19,828,288,824.340388,280.234928
20,843,292,840.013195,284.885502
21,861,294,858.668429,287.375036
22,876,296,874.157611,289.753216
23,891,300,889.619364,294.221713
24,912,303,911.160829,297.611639
25,924,306,923.447560,300.877372
26,939,312,938.780568,307.302607
27,957,316,957.135637,311.548187
28,975,321,975.467021,316.787312
29,993,327,993.779793,323.017016
30,1008,333,1009.028336,329.211500
31,1025,338,1026.333711,334.288601
32,1041,345,1042.610816,341.429209
33,1059,354,1060.931334,350.584917
34,1077,360,1079.342752,356.555070
35,1089,363,1091.671198,359.468762
36,1104,373,1107.006227,369.608045
37,1125,384,1128.624653,380.628741
38,1137,392,1140.998779,388.690438
39,1155,399,1159.761797,395.567495
40,1173,411,1178.539653,407.627115
41,1186,410,1192.417510,406.280640
42,1204,404,1211.919270,399.548444
43,1224,397,1233.867760,391.605929
44,1243,391,1254.984214,384.628378
45,1262,387,1276.321477,379.665783
46,1281,381,1298.053032,372.459075
47,1298,374,1317.870658,364.134343
48,1317,372,1340.081534,361.007627
49,1335,366,1361.690084,353.467399
50,1350,364,1379.805436,350.380326
51,1371,360,1405.679966,344.613834
52,1389,357,1428.265416,340.025368
53,1407,357,1451.049033,338.707372
54,1426,352,1475.959271,331.556310
55,1443,351,1498.415526,328.993070
56,1461,351,1522.567158,327.411294
57,1479,348,1547.505065,322.257680
58,1491,348,1564.241763,321.088198
59,1512,348,1594.127268,318.950860
60,1524,348,1611.563641,317.675430
61,1542,351,1637.902514,319.283306
62,1557,348,1660.978791,313.948197
63,1572,350,1683.970474,314.575287
64,1587,351,1707.608144,313.930351
65,1605,354,1736.501130,315.295252
66,1620,357,1761.205539,317.001612
67,1634,359,1785.018931,317.538927
68,1647,363,1807.449521,320.692148
69,1662,366,1834.435859,322.215935
70,1674,369,1856.715825,324.131706
71,1689,372,1885.882960,325.433292
72,1701,378,1909.698403,331.094696
73,1714,381,1937.593502,332.480002
74,1725,384,1962.609173,334.090137
75,1737,390,1991.245488,339.348200
76,1751,396,2028.414154,343.776308
77,1762,402,2060.961755,348.691310
78,1770,406,2087.662212,351.458888
79,1783,412,2139.184318,354.364644
80,1794,419,2193.843803,358.459289
81,1803,424,2253.361615,359.169554
82,1815,431,2372.477346,356.374497
83,1824,438,2524.507594,350.803910
84,1832,445,2779.782783,335.616037
85,1842,453,3817.527062,245.276709
86,1851,461,-21412.480876,2676.132386
87,1857,467,-623.757901,685.243297
88,1867,474,735.231326,563.841814
89,1875,484,918.455031,548.934885
90,1881,490,947.511880,546.945462
91,1887,498,949.964681,546.795803
92,1895,506,946.553180,546.943041
93,1900,514,-1208.829520,621.318505
94,1907,524,2075.493302,519.986644
95,1914,531,1955.356516,530.322375
96,1919,540,1932.864758,539.902769
97,1919,547,1932.942317,547.002941
98,1919,547,1932.942317,547.002941
99,,,,
100,,,,
101,,,,
102,,,,
103,,,,
104,,,,
105,,,,
106,,,,
107,,,,
108,,,,
109,,,,
110,,,,
111,,,,
112,,,,
113,,,,
114,,,,
115,,,,
116,,,,
117,,,,
118,,,,
119,,,,
120,,,,
121,,,,
122,,,,
123,,,,
124,,,,
125,,,,
126,,,,
127,,,,
128,,,,
129,,,,
130,,,,
131,,,,
132,,,,
133,,,,
134,,,,
135,,,,
136,,,,
137,,,,
138,,,,
139,,,,
140,,,,
141,,,,
142,,,,
143,,,,
144,,,,
145,,,,
146,,,,
147,,,,
148,,,,
149,,,,
150,,,,
151,,,,
152,,,,
153,,,,
154,,,,
155,,,,
156,,,,
157,,,,
158,,,,
159,,,,
160,,,,
161,,,,
162,,,,
163,,,,
164,,,,
165,,,,
166,,,,
167,,,,
168,,,,
169,,,,
170,,,,
171,,,,
172,,,,
173,,,,
174,,,,
175,,,,
176,,,,
177,,,,
178,,,,
179,,,,
180,,,,
181,,,,
182,,,,
183,,,,
184,,,,
185,,,,
186,,,,
187,,,,
188,,,,
189,,,,
190,,,,
191,,,,
192,,,,
193,,,,
194,,,,
195,,,,
196,,,,
197,,,,
198,,,,
199,,,,
200,,,,
201,,,,
202,,,,
203,,,,
204,,,,
205,,,,
206,,,,
207,,,,
208,,,,
209,,,,
210,,,,
211,,,,
212,,,,
213,,,,
214,,,,
215,,,,
216,,,,
217,,,,
218,,,,
219,,,,
220,,,,
221,,,,
222,,,,
223,,,,
224,,,,
225,,,,
226,,,,
227,,,,
228,,,,
229,,,,
230,,,,
231,,,,
232,,,,
233,,,,
234,,,,
235,,,,
236,,,,
237,,,,
238,,,,
239,,,,
240,,,,
241,,,,
242,,,,
243,,,,
244,,,,
245,,,,
246,,,,
247,,,,
248,,,,
249,,,,
250,,,,
251,,,,
252,,,,
253,,,,
254,,,,
255,,,,
256,,,,
257,,,,
258,,,,
259,,,,
260,,,,
261,,,,
262,,,,
263,,,,
264,,,,
265,,,,
266,,,,
