frame,x,y,undistort_x,undistort_y
0,,,,
1,,,,
2,,,,
3,,,,
4,,,,
5,,,,
6,,,,
7,,,,
8,,,,
9,,,,
10,592,305,566.345929,287.671526
11,600,302,575.528495,284.882679
12,613,298,590.403979,281.316551
13,625,292,603.865087,275.428890
14,637,290,617.493539,273.994622
15,650,288,632.149372,272.599484
16,662,285,645.503104,270.002456
17,673,282,657.650147,267.324761
18,685,280,670.893255,265.795963
19,698,278,685.153581,264.295645
20,712,275,700.362660,261.708398
21,723,274,712.311096,261.152884
22,738,273,728.521772,260.757136
23,750,272,741.403104,260.186173
24,764,271,756.357611,259.666138
25,778,271,771.268266,260.203915
26,793,270,787.121981,259.634777
27,807,270,801.878042,260.083558
28,821,269,816.541046,259.395474
29,835,270,831.200181,260.851612
30,850,271,846.840304,262.282922
31,864,272,861.386152,263.644885
32,879,273,876.920540,264.977432
33,894,274,892.412082,266.260293
34,910,277,908.913857,269.668246
35,924,279,923.313897,271.924595
36,940,282,939.744792,275.220629
37,956,285,956.150702,278.459197
38,969,288,969.466663,281.654304
39,984,292,984.818395,285.872697
40,1000,295,1001.199883,288.961341
41,1015,299,1016.552977,293.082578
42,1029,304,1030.874384,298.241661
43,1045,308,1047.284442,302.259665
44,1060,314,1062.655191,308.382383
45,1075,319,1078.074545,313.398483
46,1088,324,1091.454729,318.423761
47,1105,332,1108.966597,326.504305
48,1118,337,1122.430687,331.468080
49,1131,343,1135.913975,337.468119
50,1147,351,1152.560862,345.474028
51,1162,357,1168.291689,351.368134
52,1176,365,1182.978944,359.386890
53,1190,374,1197.716584,368.444937
54,1204,381,1212.608991,375.381283
55,1217,389,1226.479173,383.398526
56,1230,397,1240.443277,391.413645
57,1244,406,1255.583245,400.453423
58,1256,411,1268.749398,405.342705
59,1268,405,1282.390457,398.583964
60,1278,398,1293.943320,390.768092
61,1287,392,1304.426888,383.995991
62,1298,385,1317.354855,376.002171
63,1307,380,1328.005875,370.186623
64,1317,374,1339.977478,363.182389
65,1327,369,1352.021878,357.200518
66,1337,365,1364.133710,352.254822
67,1346,360,1375.225891,346.215077
68,1356,356,1387.581230,341.159882
69,1365,352,1398.841370,336.116518
70,1375,349,1411.381932,332.069064
71,1383,345,1421.629967,326.998187
72,1392,342,1433.158783,322.930924
73,1401,339,1444.804591,318.818715
74,1409,337,1455.201344,315.884167
75,1419,335,1468.285711,312.744586
76,1428,333,1480.205852,309.651382
77,1437,332,1492.156990,307.674116
78,1444,331,1501.557534,305.858576
79,1452,330,1512.380560,303.925476
80,1460,329,1523.305027,301.967261
81,1469,330,1535.500764,302.223141
82,1477,329,1546.643770,300.219750
83,1484,330,1556.283132,300.655932
84,1492,330,1567.520043,299.794367
85,1499,331,1577.332020,300.211791
86,1506,332,1587.226848,300.621992
87,1514,333,1598.655577,300.911401
88,1522,334,1610.199061,301.189984
