frame,x,y,undistort_x,undistort_y
0,,,,
1,,,,
2,,,,
3,,,,
4,,,,
5,,,,
6,,,,
7,,,,
8,,,,
9,,,,
10,,,,
11,558,315,530.152780,302.748953
12,578,307,553.500948,295.113884
13,598,300,576.545200,288.571086
14,619,293,600.402826,282.069729
15,639,287,622.844989,276.581080
16,659,282,645.053677,272.146022
17,679,278,667.046421,268.752553
18,700,273,689.844580,264.278583
19,723,267,714.523931,258.756759
20,740,264,732.658234,256.175123
21,762,260,755.934568,252.647161
22,782,257,776.952543,250.059808
23,801,254,796.788876,247.383398
24,822,251,818.598986,244.695486
25,841,249,838.252493,242.963682
26,860,248,857.845795,242.237455
27,879,247,877.371973,241.446852
28,897,246,895.822508,240.581999
29,917,245,916.286664,239.670874
30,935,245,934.687319,239.748165
31,953,246,953.076709,240.831751
32,972,246,972.488070,240.786409
33,990,246,990.894605,240.682622
34,1007,249,1008.274404,243.727964
35,1024,249,1025.714190,243.525061
36,1042,251,1044.200361,245.386190
37,1058,254,1060.655434,248.296844
38,1075,255,1078.239568,249.009959
39,1091,258,1094.808846,251.833949
40,1107,261,1111.446023,254.617891
41,1122,264,1127.108563,257.393012
42,1137,268,1142.815600,261.204059
43,1152,271,1158.637388,263.916345
44,1167,275,1174.517126,267.668729
45,1182,280,1190.458096,272.464864
46,1196,284,1205.457027,276.206697
47,1210,289,1220.516534,281.000989
48,1223,294,1234.580671,285.821802
49,1237,299,1249.852873,290.588716
50,1250,304,1264.128414,295.388873
51,1262,308,1277.433119,299.152272
52,1275,315,1291.840648,306.092917
53,1288,320,1306.464340,310.881780
54,1299,326,1318.860920,316.841609
55,1312,332,1333.691092,322.715239
56,,,,
57,1335,345,1360.188103,335.710719
58,1347,351,1374.248793,341.665276
59,1358,358,1387.199410,348.766610
60,1366,364,1396.660421,354.932404
61,1379,373,1412.223014,364.167920
62,1389,381,1424.287917,372.474602
63,1395,379,1431.858839,370.049542
64,1406,372,1446.015590,361.903596
65,1416,366,1459.036116,354.820783
66,1424,361,1469.580281,348.879273
67,1432,357,1480.177767,344.001597
68,1442,351,1493.631525,336.723660
69,1450,347,1504.471968,331.743703
70,1459,342,1516.833083,325.520953
71,1467,338,1527.913969,320.440599
72,1476,334,1540.483051,315.239630
73,1484,330,1551.813264,310.058590
74,1492,327,1563.186522,305.981686
75,1500,323,1574.760973,300.703895
76,1507,321,1584.865335,297.790312
77,1516,318,1598.029546,293.503123
78,1523,316,1608.347325,290.525777
79,1532,313,1621.795415,286.149771
80,1539,312,1632.240198,284.292599
81,1547,311,1644.281207,282.315978
82,1554,309,1655.037747,279.219032
83,1561,308,1665.796457,277.293342
84,1567,307,1675.116987,275.453098
85,1575,306,1687.632269,273.375837
86,1581,306,1697.029883,272.710989
87,1587,306,1706.508705,272.035576
88,1594,306,1717.673427,271.233660
