frame,x,y,undistort_x,undistort_y
0,,,,
1,,,,
2,,,,
3,,,,
4,,,,
5,,,,
6,1344,276,1379.210426,251.801882
7,1335,273,1368.521704,249.162761
8,1320,270,1350.695033,247.039136
9,1308,267,1336.631358,244.625094
10,1293,264,1319.160843,242.432987
11,1281,261,1305.363961,239.965427
12,1267,259,1289.290759,238.764862
13,1253,258,1273.293495,238.659879
14,1238,256,1256.379070,237.444576
15,1226,256,1242.851872,238.246792
16,1211,252,1226.331288,234.685650
17,1196,252,1209.695472,235.590070
18,1182,251,1194.348202,235.258436
19,1167,251,1177.966621,236.053444
20,1153,253,1162.690518,238.977412
21,1141,252,1149.805458,238.411634
22,1128,254,1135.788109,241.191481
23,1112,255,1118.706228,242.923064
24,1097,257,1102.753518,245.659979
25,1081,259,1085.842990,248.362957
26,1067,260,1071.142835,249.847661
27,1054,261,1057.544800,251.261748
28,1040,263,1042.934711,253.749292
29,1025,266,1027.326285,257.294222
30,1011,270,1012.796197,261.853770
31,996,274,997.288339,266.364996
32,982,277,982.863559,269.726476
33,969,282,969.489142,275.194428
34,955,287,955.123724,280.612060
35,943,292,942.835328,285.978671
36,929,297,928.521211,291.296148
37,915,303,914.229991,297.631549
38,902,308,900.967607,302.860531
39,890,313,888.733193,308.061146
40,879,319,877.535929,314.300585
41,867,324,865.300888,319.437349
42,852,332,850.022346,327.663985
43,840,339,837.799015,334.841023
44,830,344,827.587888,339.922536
45,817,350,814.282498,345.978040
46,806,359,803.079897,355.190945
47,795,366,791.815988,362.285331
48,783,373,779.483628,369.339840
49,772,381,768.180529,377.441770
50,762,389,757.890875,385.550469
51,754,396,749.649336,392.652206
52,743,405,738.266001,401.756698
53,732,408,726.701462,404.626049
54,725,403,719.149502,399.260466
55,717,397,710.464120,392.797511
56,708,392,700.679181,387.316612
57,699,387,690.831449,381.798947
58,690,383,680.950954,377.298555
59,681,380,671.041264,373.824274
60,673,376,662.131533,369.297834
61,665,372,653.165454,364.740849
62,656,369,643.070536,361.180098
63,649,366,635.142388,357.675546
64,642,363,627.168438,354.148513
65,633,359,616.839984,349.425599
66,625,358,607.717087,347.959206
67,616,355,597.290731,344.255395
68,609,354,589.196111,342.802171
69,602,351,580.945510,339.153005
70,595,350,572.754562,337.667050
71,586,350,562.227803,337.146501
72,580,349,555.106992,335.691482
73,573,348,546.761728,334.163146
74,567,347,539.558005,332.683430
75,560,348,531.244153,333.341017
76,554,348,524.022840,332.949981
77,547,348,515.549164,332.484411
78,540,349,507.090233,333.122163
79,534,349,499.738495,332.708427
80,530,348,494.743858,331.311195
81,523,351,486.295657,334.168418
82,517,353,478.971532,335.978539
83,510,355,470.351943,337.716195
84,505,358,464.274612,340.720618
85,499,360,456.828146,342.531987
86,495,362,451.888674,344.489359
87,490,365,445.723752,347.500467
88,485,368,439.528354,350.514650
89,480,371,433.301881,353.532168
90,476,374,428.340846,356.624797
91,471,378,422.127598,360.776627
92,467,381,417.118587,363.876470
93,463,385,412.157082,368.107393
94,459,389,407.171767,372.342569
95,455,393,402.162203,376.582334
96,451,397,397.127949,380.827029
97,448,402,393.465091,386.269090
98,445,406,389.719991,390.586784
99,442,411,386.019422,396.034658
100,438,416,380.955452,401.426482
101,436,421,378.557273,406.940679
102,433,426,374.795021,412.399730
103,431,432,372.417996,419.041676
104,428,437,368.614980,424.508404
105,426,443,366.198373,431.153580
106,424,448,363.715376,436.676393
107,422,454,361.260534,443.324439
108,420,461,358.825735,451.096605
109,418,467,356.326404,457.748915
110,417,472,355.140955,463.318833
111,416,478,353.975891,470.008911
112,415,485,352.822730,477.817735
113,414,492,351.645474,485.625078
114,413,498,350.420787,492.313273
115,412,504,349.177859,499.002469
116,411,510,347.916571,505.693263
117,410,517,346.651445,513.504406
118,410,523,346.729154,520.211745
119,409,529,345.410649,526.908173
120,,,,
121,,,,
122,,,,
123,,,,
124,,,,
125,,,,
126,,,,
127,,,,
128,,,,
129,,,,
130,,,,
131,,,,
132,,,,
133,,,,
134,,,,
135,,,,
136,,,,
137,,,,
138,,,,
139,,,,
140,,,,
141,,,,
142,,,,
143,,,,
144,,,,
145,,,,
146,,,,
147,,,,
148,,,,
149,,,,
150,,,,
151,,,,
152,,,,
153,,,,
154,,,,
155,,,,
156,,,,
157,,,,
158,,,,
159,,,,
160,,,,
161,,,,
162,,,,
163,,,,
164,,,,
165,,,,
166,,,,
167,,,,
168,,,,
169,,,,
170,,,,
171,,,,
172,,,,
173,,,,
174,,,,
175,,,,
176,,,,
177,,,,
178,,,,
179,,,,
180,,,,
181,,,,
182,,,,
183,,,,
184,,,,
185,,,,
186,,,,
187,,,,
188,,,,
189,,,,
190,,,,
191,,,,
192,,,,
193,,,,
194,,,,
195,,,,
196,,,,
197,,,,
198,,,,
199,,,,
200,,,,
201,,,,
202,,,,
203,,,,
204,,,,
205,,,,
206,,,,
207,,,,
208,,,,
209,,,,
210,,,,
211,,,,
212,,,,
213,,,,
214,,,,
215,,,,
216,,,,
217,,,,
218,,,,
219,,,,
220,,,,
221,,,,
222,,,,
223,,,,
224,,,,
225,,,,
226,,,,
227,,,,
228,,,,
229,,,,
230,,,,
231,,,,
232,,,,
233,,,,
234,,,,
235,,,,
236,,,,
237,,,,
238,,,,
239,,,,
240,,,,
241,,,,
242,,,,
243,,,,
244,,,,
245,,,,
246,,,,
247,,,,
248,,,,
249,,,,
250,,,,
251,,,,
252,,,,
253,,,,
254,,,,
255,,,,
256,,,,
257,,,,
