frame,x,y,undistort_x,undistort_y
0,,,,
1,,,,
2,,,,
3,,,,
4,,,,
5,1341,276,1375.548521,252.074613
6,1326,274,1357.555659,251.107668
7,1311,270,1339.945378,247.808179
8,1293,266,1318.999173,244.717854
9,1274,262,1297.154654,241.649086
10,1258,262,1278.724736,242.838623
11,1242,258,1260.772934,239.435102
12,1222,256,1238.365482,238.505685
13,1201,252,1215.224932,235.295156
14,1183,250,1195.500078,234.079564
15,1164,250,1174.755383,235.085627
16,1146,252,1155.185601,238.186555
17,1130,249,1138.135077,235.543545
18,1109,250,1115.705021,237.486651
19,1088,251,1093.452164,239.316274
20,1072,258,1076.430199,247.515669
21,1052,260,1055.482937,250.210006
22,1034,262,1036.723839,252.768528
23,1014,257,1016.073389,247.616244
24,994,266,995.303310,257.688657
25,975,267,975.723126,258.917190
26,954,267,954.115540,258.981951
27,934,271,933.554402,263.303807
28,919,279,918.178468,271.895840
29,904,277,902.741848,269.615676
30,882,279,880.102909,271.525433
31,862,287,859.581351,279.857024
32,843,293,840.033781,285.962266
33,826,296,822.449127,288.816354
34,809,300,804.827708,292.695490
35,792,306,787.195001,298.675596
36,774,315,768.529662,307.794148
37,757,323,750.807667,315.818417
38,741,330,734.026565,322.765357
39,725,337,717.150866,329.680236
40,710,342,701.174222,334.467831
41,693,351,683.067339,343.431858
42,682,356,671.242248,348.340388
43,667,364,655.057863,356.285456
44,652,372,638.741351,364.222143
45,638,382,623.486700,374.333422
46,624,390,608.015454,382.311191
47,612,399,594.724912,391.445495
48,600,407,581.279312,399.521976
49,586,416,565.425456,408.606330
50,574,426,551.780917,418.861183
51,560,439,535.725797,432.290086
52,551,446,525.246710,439.493669
53,540,454,512.300000,447.730150
54,530,464,500.490322,458.182244
55,516,474,483.632053,468.570466
56,507,480,472.654038,474.820937
57,499,479,462.652369,473.535733
58,483,480,442.482598,474.204348
59,468,474,423.068844,467.213677
60,459,472,411.309229,464.734639
61,448,470,396.787958,462.165119
62,435,468,379.402068,459.492923
63,426,468,367.262043,459.166841
64,414,465,350.760914,455.348904
65,405,465,338.315433,454.991148
66,390,462,317.141398,450.967068
67,381,462,304.321889,450.572352
68,372,459,291.216960,446.728741
69,360,462,273.831050,449.615010
70,351,462,260.504066,449.188536
71,339,462,242.479621,448.604039
72,330,462,228.762021,448.153261
73,318,462,210.193041,447.534781
74,312,462,200.783810,447.217686
75,301,465,183.468598,450.186401
76,294,465,172.189963,449.810958
77,282,468,152.713056,452.748906
78,276,468,142.740678,452.420256
79,264,471,122.633552,455.379803
80,258,474,112.488424,458.692062
81,248,477,95.189766,461.806312
82,240,477,80.945836,461.363687
83,233,481,68.487545,465.902817
84,225,483,53.836746,467.938006
85,219,488,42.831847,473.829867
86,211,491,27.657780,477.156788
87,203,494,12.099657,480.507186
88,196,497,-1.848710,483.933136
