frame,x,y,undistort_x,undistort_y
0,,,,
1,,,,
2,,,,
3,,,,
4,,,,
5,,,,
6,555,314,526.492588,301.481624
7,568,309,541.760777,296.740962
8,582,304,558.048898,292.057663
9,598,300,576.545200,288.571086
10,612,294,592.418345,282.787905
11,628,290,610.522836,279.277253
12,644,288,628.533984,277.912783
13,662,282,648.397353,272.288533
14,678,278,665.943703,268.707453
15,694,276,683.423360,267.254438
16,708,274,698.584642,265.685200
17,722,272,713.640046,264.089236
18,738,272,730.807700,264.679092
19,752,268,745.589718,260.882499
20,768,266,762.472963,259.261034
21,786,266,781.411948,259.789749
22,800,266,796.055835,260.161081
23,814,264,810.585707,258.372531
24,828,266,825.146004,260.800648
25,843,266,840.636570,261.087467
26,858,266,856.072336,261.335810
27,872,267,870.449486,262.589978
28,886,268,884.787434,263.808972
29,898,270,897.060349,266.030870
30,916,272,915.419248,268.260382
31,928,274,927.639919,270.415996
32,942,278,941.881069,274.646847
33,956,280,956.103393,276.744194
34,966,282,966.256859,278.821006
35,982,286,982.494548,282.945876
36,994,290,994.665619,287.055621
37,1005,293,1005.828360,290.105650
38,1018,298,1019.014380,295.201499
39,1030,302,1031.200640,299.240517
40,1042,306,1043.400545,303.258808
41,1054,310,1055.618407,307.257768
42,1066,314,1067.858560,311.238776
43,1076,320,1078.036370,317.310143
44,1086,326,1088.230967,323.366869
45,1098,330,1100.546323,327.305941
46,1108,336,1110.790216,333.339626
47,1118,342,1121.060542,339.363909
48,1130,348,1133.446843,345.342993
49,1139,355,1142.720752,352.405394
50,1148,362,1152.023962,359.462977
51,1158,366,1162.469652,363.402800
52,1168,374,1172.882217,371.471546
53,1172,370,1177.198403,367.262758
54,1182,362,1188.007046,358.766337
55,1188,356,1194.560679,352.392135
56,1194,350,1201.149497,345.989391
57,1198,344,1205.616822,339.612146
58,1204,338,1212.271045,333.152627
59,1212,332,1221.139915,326.597763
60,1217,327,1226.755810,321.159183
61,1224,322,1234.594920,315.625588
62,1230,316,1241.417767,309.033261
63,1234,314,1245.912380,306.749911
64,1240,310,1252.722822,302.241412
65,1246,306,1259.570964,297.708592
66,1252,302,1266.457837,293.150774
67,1258,300,1273.291033,290.723672
68,1262,296,1277.992649,286.217536
69,1268,293,1284.936225,282.675988
70,1274,290,1291.918205,279.113688
71,1278,288,1296.594652,276.727055
72,1284,286,1303.587461,274.221032
73,1288,285,1308.251143,272.905985
74,1294,284,1315.247826,271.470053
75,1298,282,1320.010221,269.043122
76,1304,282,1327.007522,268.685218
77,1308,281,1331.752288,267.341308
78,1312,281,1336.451839,267.094154
79,1317,281,1342.347979,266.780603
80,1322,281,1348.268627,266.461903
81,1326,281,1353.023080,266.203216
82,1330,282,1357.727963,267.049682
83,1335,282,1363.713303,266.719165
84,1339,283,1368.453027,267.562033
85,1343,286,1373.073825,270.626076
86,1346,286,1376.700479,270.424449
87,1352,288,1383.846231,272.242174
88,1356,290,1388.584569,274.195746
89,1360,292,1393.338913,276.149806
90,1364,294,1398.109521,278.104451
91,1366,296,1400.432846,280.196126
92,1370,298,1405.228282,282.152340
93,1374,302,1409.905274,286.338228
94,1378,305,1414.667646,289.411630
95,1382,310,1419.315536,294.714199
96,1385,312,1422.929606,296.743821
97,1388,316,1426.423999,301.001122
98,1392,320,1431.187882,305.195369
99,1395,324,1434.711274,309.455137
100,1398,328,1438.248039,313.716019
101,1401,333,1441.738080,319.089215
102,1404,337,1445.303374,323.352704
103,1406,342,1447.553227,328.785340
104,1410,347,1452.363794,334.104465
105,1412,352,1454.641726,339.536896
106,1414,356,1456.984766,343.860814
107,1418,362,1461.800524,350.296881
108,1420,368,1464.071563,356.836431
109,1422,372,1466.453449,361.163613
110,1424,378,1468.754484,367.702027
111,,,,
112,,,,
113,,,,
114,,,,
115,,,,
116,,,,
117,,,,
118,,,,
119,,,,
120,,,,
121,,,,
122,,,,
123,,,,
124,,,,
125,,,,
126,,,,
127,,,,
128,,,,
129,,,,
130,,,,
131,,,,
132,,,,
133,,,,
134,,,,
135,,,,
136,,,,
137,,,,
138,,,,
139,,,,
140,,,,
141,,,,
142,,,,
143,,,,
144,,,,
145,,,,
146,,,,
147,,,,
148,,,,
149,,,,
150,,,,
151,,,,
152,,,,
153,,,,
154,,,,
155,,,,
156,,,,
157,,,,
158,,,,
159,,,,
160,,,,
161,,,,
162,,,,
163,,,,
164,,,,
165,,,,
166,,,,
167,,,,
168,,,,
169,,,,
170,,,,
171,,,,
172,,,,
173,,,,
174,,,,
175,,,,
176,,,,
177,,,,
178,,,,
179,,,,
180,,,,
181,,,,
182,,,,
183,,,,
184,,,,
185,,,,
186,,,,
187,,,,
188,,,,
189,,,,
190,,,,
191,,,,
192,,,,
193,,,,
194,,,,
195,,,,
196,,,,
197,,,,
198,,,,
199,,,,
200,,,,
201,,,,
202,,,,
203,,,,
204,,,,
205,,,,
206,,,,
207,,,,
208,,,,
209,,,,
210,,,,
211,,,,
212,,,,
213,,,,
214,,,,
215,,,,
216,,,,
217,,,,
218,,,,
219,,,,
220,,,,
221,,,,
222,,,,
223,,,,
224,,,,
225,,,,
226,,,,
227,,,,
228,,,,
229,,,,
230,,,,
231,,,,
232,,,,
233,,,,
234,,,,
235,,,,
236,,,,
237,,,,
238,,,,
239,,,,
240,,,,
241,,,,
242,,,,
243,,,,
244,,,,
245,,,,
246,,,,
247,,,,
248,,,,
249,,,,
250,,,,
251,,,,
252,,,,
253,,,,
254,,,,
255,,,,
256,,,,
257,,,,
