frame,x,y,undistort_x,undistort_y
0,,,,
1,,,,
2,,,,
3,,,,
4,594,303,568.556680,285.574368
5,613,296,590.265472,279.079350
6,631,290,610.626020,273.597269
7,650,285,631.959410,269.255171
8,670,279,654.115598,263.806225
9,690,272,675.981653,257.182107
10,711,269,698.955519,254.998536
11,732,264,721.601268,250.508507
12,751,259,741.905788,245.845763
13,776,254,768.487200,241.355646
14,797,248,790.592514,235.484135
15,819,243,813.679249,230.657909
16,841,239,836.693106,226.834584
17,864,236,860.689855,224.033027
18,888,232,885.639130,220.006879
19,910,228,908.472770,215.818450
20,934,225,933.386253,212.631567
21,960,222,960.392530,209.291277
22,983,220,984.321927,206.921706
23,1006,216,1008.344577,202.158300
24,1032,215,1035.569006,200.564380
25,1054,212,1058.775301,196.632110
26,1078,210,1084.226706,193.620268
27,1103,208,1110.952439,190.394176
28,1126,208,1135.681011,189.367666
29,1152,208,1163.911579,188.024975
30,1175,206,1189.290744,184.357627
31,1200,206,1217.096882,182.696798
32,1226,206,1246.439418,180.764997
33,1247,206,1270.490458,179.048528
34,1270,208,1297.044380,179.369982
35,1296,210,1327.600296,179.243173
36,1316,210,1351.676606,177.173007
37,1342,213,1383.239381,177.886717
38,1364,215,1410.553485,177.693104
39,1387,217,1439.705496,177.227059
40,1409,220,1468.045518,177.964099
41,1431,223,1497.006146,178.569467
42,1454,226,1528.019926,178.889348
43,1474,230,1555.412001,180.783590
44,1496,234,1586.336097,182.250755
45,1514,238,1612.130574,184.275565
46,1536,244,1644.271321,188.057507
47,1556,248,1674.602452,189.524700
48,1575,253,1704.036656,192.346443
49,1594,257,1734.601687,193.733324
50,1614,264,1767.348178,198.692600
51,1632,269,1798.290843,201.268751
52,1650,275,1830.373696,204.967784
53,1667,281,1862.141107,208.663391
54,1684,287,1895.843828,212.022191
55,1700,293,1929.795225,215.241938
56,1716,300,1966.470667,219.304837
57,1733,307,2010.521092,222.011958
58,1748,314,2055.448412,224.313548
59,1763,321,2110.426096,224.512645
60,1777,328,2177.561648,222.029310
61,1791,335,2276.710645,212.684312
62,1804,342,2436.944884,190.220716
63,1818,351,2858.095349,116.393265
64,1832,358,7665.983632,-890.742414
65,1844,365,-71.574742,754.519798
66,1857,374,855.390977,564.813207
67,1869,382,948.677007,547.027144
68,1880,390,949.947578,546.799092
69,1892,399,2305.095508,334.189338
70,1902,406,1961.599962,397.185785
71,1913,414,1919.515779,413.101518
72,,,,
73,,,,
74,,,,
75,,,,
76,,,,
77,,,,
78,,,,
79,,,,
80,,,,
81,,,,
82,,,,
83,,,,
84,,,,
85,,,,
86,,,,
87,,,,
88,,,,
89,,,,
90,,,,
91,,,,
92,,,,
93,,,,
94,,,,
95,,,,
96,,,,
97,,,,
98,,,,
99,,,,
100,,,,
101,,,,
102,,,,
103,,,,
104,,,,
105,,,,
106,,,,
107,,,,
108,,,,
109,,,,
110,,,,
111,,,,
112,,,,
113,,,,
114,,,,
115,,,,
116,,,,
117,,,,
118,,,,
119,,,,
120,,,,
121,,,,
122,,,,
123,,,,
124,,,,
125,,,,
126,,,,
127,,,,
128,,,,
129,,,,
130,,,,
131,,,,
132,,,,
133,,,,
134,,,,
135,,,,
136,,,,
137,,,,
138,,,,
139,,,,
140,,,,
141,,,,
142,,,,
143,,,,
144,,,,
145,,,,
146,,,,
147,,,,
148,,,,
149,,,,
150,,,,
151,,,,
152,,,,
153,,,,
154,,,,
155,,,,
156,,,,
157,,,,
158,,,,
159,,,,
160,,,,
161,,,,
162,,,,
163,,,,
164,,,,
165,,,,
166,,,,
167,,,,
168,,,,
169,,,,
170,,,,
171,,,,
172,,,,
173,,,,
174,,,,
175,,,,
176,,,,
177,,,,
178,,,,
179,,,,
180,,,,
181,,,,
182,,,,
183,,,,
184,,,,
185,,,,
186,,,,
187,,,,
188,,,,
189,,,,
190,,,,
191,,,,
192,,,,
193,,,,
194,,,,
195,,,,
196,,,,
197,,,,
198,,,,
199,,,,
200,,,,
201,,,,
202,,,,
203,,,,
204,,,,
205,,,,
206,,,,
207,,,,
208,,,,
209,,,,
210,,,,
211,,,,
212,,,,
213,,,,
214,,,,
215,,,,
216,,,,
217,,,,
218,,,,
219,,,,
220,,,,
221,,,,
222,,,,
223,,,,
224,,,,
225,,,,
226,,,,
227,,,,
228,,,,
229,,,,
230,,,,
231,,,,
232,,,,
233,,,,
234,,,,
235,,,,
236,,,,
237,,,,
238,,,,
239,,,,
240,,,,
241,,,,
242,,,,
243,,,,
244,,,,
245,,,,
246,,,,
247,,,,
248,,,,
249,,,,
250,,,,
251,,,,
252,,,,
253,,,,
254,,,,
255,,,,
256,,,,
257,,,,
