frame,x,y,undistort_x,undistort_y
0,,,,
1,,,,
2,,,,
3,,,,
4,,,,
5,593,303,567.379649,285.502279
6,606,299,582.329608,281.947784
7,620,296,598.370551,279.560319
8,635,291,615.273460,274.979452
9,650,287,632.086321,271.485369
10,664,284,647.689568,269.011233
11,680,282,665.452864,267.731584
12,695,279,681.900643,265.241614
13,710,277,698.276968,263.819824
14,726,274,715.572000,261.298585
15,742,274,732.882437,262.040327
16,758,273,750.023529,261.623515
17,775,272,768.117519,261.190744
18,792,272,786.132683,261.793431
19,808,272,802.989775,262.302136
20,825,272,820.807597,262.781220
21,842,272,838.541558,263.197732
22,860,274,857.277937,265.746336
23,876,276,873.866292,268.188548
24,894,278,892.457975,270.594189
25,911,280,909.965875,272.919862
26,929,283,928.464653,276.264926
27,947,286,946.926456,279.538097
28,964,290,964.337762,283.818639
29,982,294,982.756524,288.029505
30,1000,298,1001.171729,292.173292
31,1018,303,1019.584678,297.321224
32,1035,308,1036.986683,302.420782
33,1053,314,1055.428672,308.512529
34,1070,320,1072.875934,314.566031
35,1088,326,1091.408715,320.547422
36,1106,333,1109.985281,327.539348
37,1122,340,1126.543327,334.538568
38,1139,348,1144.198825,342.532648
39,1156,355,1161.977110,349.435891
40,1173,364,1179.802837,358.424433
41,1190,372,1197.780381,366.334183
42,1205,381,1213.692710,375.348889
43,1222,390,1231.906345,384.290112
44,1236,399,1246.977235,393.327948
45,1253,409,1265.473056,403.328211
46,1268,416,1282.015701,410.235821
47,1283,411,1299.134295,404.421150
48,1298,405,1316.507299,397.459730
49,1312,398,1332.994786,389.371112
50,1327,392,1350.840997,382.211750
51,1342,386,1368.950014,374.946193
52,1356,381,1386.068076,368.722255
53,1371,376,1404.663462,362.344092
54,1386,372,1423.490839,356.970743
55,1400,368,1441.354380,351.570091
56,1414,364,1459.496216,346.077719
57,1428,359,1478.007602,339.354428
58,1442,356,1496.665980,334.802124
59,1456,354,1515.545029,331.313639
60,1470,350,1534.921424,325.431789
61,1483,348,1553.057311,321.871942
62,1497,346,1572.903678,318.138502
63,1510,344,1591.667852,314.426891
64,1523,344,1610.535649,313.021187
65,1536,342,1629.955831,309.166045
66,1548,341,1648.099795,306.553507
67,1561,341,1667.977745,304.969878
68,1574,341,1688.239980,303.325500
69,1585,342,1705.573160,303.115563
70,1597,342,1724.983816,301.491135
71,1610,343,1746.330793,300.905639
72,1621,344,1764.773298,300.549610
73,1632,346,1783.467437,301.406776
74,1644,348,1804.393172,302.057640
75,1654,351,1822.060548,304.261319
76,1666,353,1844.137936,304.786569
77,1676,356,1862.883464,306.888453
78,1687,359,1884.262917,308.737433
79,1697,363,1904.192226,312.023560
80,1706,366,1922.962325,314.116155
81,1717,370,1946.940318,317.000321
82,1727,375,1969.688102,321.343571
83,1736,379,1991.573522,324.442263
84,1746,384,2017.553163,328.464952
