frame,x,y,undistort_x,undistort_y
0,,,,
1,,,,
2,,,,
3,1344,279,1378.938096,255.255043
4,1335,273,1368.521704,249.162761
5,1316,272,1345.737041,249.675143
6,1298,268,1324.718244,246.596989
7,1279,266,1302.648826,245.818103
8,1262,264,1283.166615,244.816618
9,1240,262,1258.234636,244.094571
10,1220,263,1235.686836,246.513591
11,1203,258,1217.084306,241.925004
12,1185,258,1197.255079,242.941559
13,1164,258,1174.357427,244.024605
14,1143,258,1151.689895,244.999017
15,1122,261,1129.111727,249.185323
16,1100,262,1105.755566,251.074586
17,1080,263,1084.678178,252.789836
18,1060,263,1063.755379,253.314076
19,1038,267,1040.781696,258.158808
20,1020,270,1022.092463,261.729698
21,999,276,1000.357423,268.503151
22,979,280,979.763040,272.987845
23,958,283,958.203930,276.302164
24,940,286,939.752673,279.529224
25,921,291,920.301295,284.830270
26,900,296,898.811178,290.033174
27,881,303,879.390200,297.309517
28,862,308,859.927979,302.375355
29,844,315,841.496194,309.523154
30,825,322,821.991443,316.588137
31,807,329,803.465551,323.615672
32,791,336,786.960588,330.643642
33,774,344,769.370533,338.664742
34,756,351,750.613559,345.562811
35,740,360,733.929044,354.599048
36,726,367,719.225657,361.561740
37,714,374,706.588358,368.572576
38,697,383,688.543331,377.524349
39,682,392,672.532664,386.531058
40,666,402,655.327859,396.558266
41,654,411,642.368128,405.663084
42,643,420,630.425887,414.806163
43,627,432,612.863729,426.975412
44,615,441,599.560077,436.123488
45,603,447,586.053653,442.125861
46,586,442,566.321283,436.334001
47,573,438,551.027169,431.658489
48,558,433,533.138707,425.782306
49,543,430,515.070183,421.984433
50,531,426,500.361841,417.166499
51,516,420,481.673518,409.970583
52,507,417,470.343153,406.259051
53,492,414,451.315652,402.202884
54,474,411,428.108216,397.906890
55,465,411,416.418560,397.396742
56,453,411,400.654425,396.696669
57,441,408,384.494201,392.590868
58,429,408,368.295650,391.827230
59,417,405,351.668324,387.618576
60,405,405,335.002026,386.787182
61,396,402,322.124144,382.690405
62,384,402,305.017336,381.793309
63,375,402,292.015937,381.101923
64,363,402,274.443344,380.154495
65,351,402,256.588067,379.176693
66,342,405,243.254529,381.969723
67,333,405,229.502154,381.213454
68,324,405,215.569298,380.438050
69,315,405,201.447664,379.642470
70,306,408,187.400797,382.438099
71,297,408,172.879633,381.616840
72,288,411,158.420137,384.418090
73,282,411,148.467957,383.853397
74,273,417,133.908753,390.331929
75,267,417,123.686261,389.763744
76,258,420,108.413516,392.589908
77,252,423,98.171145,395.716035
78,246,426,87.794698,398.853165
79,240,429,77.275805,402.001328
80,234,432,66.605000,405.160520
81,228,435,55.771533,408.330696
82,222,438,44.763149,411.511763
83,216,441,33.565812,414.703575
84,213,447,28.325916,421.992590
85,207,450,16.817214,425.222544
86,201,453,5.075087,428.463711
87,198,459,-0.469315,435.827826
