frame,x,y,undistort_x,undistort_y
0,,,,
1,,,,
2,,,,
3,,,,
4,,,,
5,611,298,588.081330,281.178170
6,624,291,602.644885,274.242091
7,641,289,621.991072,273.139406
8,657,284,639.810786,268.581088
9,672,280,656.413829,265.040293
10,687,276,672.884517,261.464359
11,704,275,691.593213,261.290460
12,721,271,709.985321,257.732652
13,737,268,727.209861,255.183775
14,752,265,743.248443,252.542692
15,774,262,766.670655,250.137823
16,791,260,784.660627,248.563090
17,808,258,802.557089,246.927878
18,827,256,822.469888,245.287173
19,847,258,843.431971,247.992720
20,865,258,862.166027,248.367699
21,884,257,881.857561,247.588345
22,903,258,901.523506,248.921403
23,924,264,923.232716,255.644208
24,942,260,941.759512,251.344198
25,962,262,962.358275,253.519571
26,982,263,982.957628,254.515613
27,1000,265,1001.502340,256.538332
28,1021,269,1023.141134,260.626322
29,1042,272,1044.836044,263.531926
30,1062,273,1065.603398,264.193622
31,1083,276,1087.457722,266.925994
32,1102,286,1107.100234,277.251052
33,1124,287,1130.283494,277.619968
34,1142,292,1149.231342,282.405163
35,1163,298,1171.475392,288.101759
36,1183,304,1192.813568,293.775254
37,1203,310,1214.334568,299.392734
38,1224,316,1237.168444,304.909248
39,1244,324,1259.032417,312.609544
40,1264,331,1281.196558,319.182912
41,1284,340,1303.524196,327.912774
42,1302,346,1323.991729,333.456127
43,1323,354,1348.148774,341.002253
44,1339,362,1366.701050,348.841610
45,1359,372,1390.231261,358.653636
46,1376,382,1410.462134,368.669520
47,1395,390,1433.636296,376.387486
48,1411,403,1453.113843,389.864712
49,1429,409,1475.908528,395.506555
50,1445,420,1496.211309,406.882925
51,1461,429,1516.991971,416.093546
52,1480,442,1542.055331,429.730686
53,1493,451,1559.540620,439.261646
54,1508,463,1580.012736,452.186366
55,1525,475,1603.793430,465.162243
56,1538,486,1622.299964,477.284369
57,1551,497,1641.174471,489.529025
58,1567,509,1664.975040,502.998644
59,1580,521,1684.725680,516.712179
60,1592,533,1703.356274,530.607239
61,1604,544,1722.420758,543.493817
62,1615,555,1740.296296,556.545758
63,1627,567,1760.279750,570.977412
64,1638,581,1779.153695,588.017225
65,1648,591,1796.715213,600.417713
66,1650,597,1800.430637,607.788476
67,1647,603,1795.429803,614.968470
68,1645,608,1792.172083,620.959947
69,1643,612,1788.894893,625.726622
70,1641,619,1785.799118,634.129737
71,1638,625,1780.972644,641.250827
72,1635,630,1776.134833,647.142322
73,1633,637,1773.168488,655.511306
74,1630,643,1768.479789,662.590791
75,1626,649,1762.153574,669.584077
76,1624,654,1759.164952,675.497908
77,1620,663,1753.181660,686.097846
78,1617,669,1748.687614,693.125989
79,1614,677,1744.414015,702.571779
80,1611,684,1740.104181,710.796983
81,1608,692,1735.940684,720.231989
82,1603,698,1728.363016,727.026819
83,1600,705,1724.206374,735.229276
