frame,x,y,undistort_x,undistort_y
0,,,,
1,,,,
2,,,,
3,1327,275,1358.672908,252.167558
4,1305,268,1332.988542,246.021456
5,1280,264,1303.965490,243.464601
6,1254,262,1274.149687,243.125191
7,1230,258,1247.217355,240.243816
8,1203,250,1217.561877,232.919536
9,1177,245,1189.199379,228.783248
10,1148,248,1157.526919,233.625535
11,1148,248,1157.526919,233.625535
12,1097,236,1103.477433,222.308014
13,1067,236,1071.793150,223.271070
14,1038,236,1041.401864,223.989749
15,1009,233,1011.226512,221.164526
16,984,230,985.277857,218.104680
17,954,234,954.145690,222.697150
18,928,232,927.191585,220.415712
19,904,232,902.279429,220.217320
20,880,232,877.305723,219.878108
21,848,234,843.905284,221.439127
22,820,232,814.387651,218.406341
23,796,231,788.900811,216.439243
24,768,232,758.977963,216.392336
25,742,232,730.848065,215.119627
26,718,236,704.810295,218.328167
27,692,238,676.130638,219.003898
28,670,240,651.564427,219.797870
29,645,244,623.386352,222.540324
30,622,248,597.097996,225.313012
31,600,254,571.757695,230.371498
32,578,256,545.661813,230.718796
33,556,262,519.488540,235.606233
34,537,265,496.292980,237.222895
35,517,269,471.544993,239.835727
36,496,272,444.938144,241.091281
37,477,276,420.541568,243.674999
38,457,282,394.569207,248.465582
39,440,290,372.420928,255.970405
40,424,295,350.901993,260.005946
41,407,300,327.576308,263.899505
42,391,304,305.108698,266.691914
43,375,310,282.463158,271.889509
44,360,315,260.734151,275.998931
45,344,320,237.033834,279.965788
46,331,324,217.378575,283.102329
47,318,330,197.628526,288.706767
48,304,335,175.707367,292.936289
49,292,340,156.618309,297.450310
50,280,346,137.273339,303.223507
51,268,350,117.190664,306.480935
52,256,357,97.070333,313.533806
53,247,362,81.590785,318.517378
54,236,368,62.196305,324.475174
55,,,,
56,216,380,25.598764,336.730967
57,208,386,10.516330,343.202329
58,198,392,-9.205028,349.346025
59,190,396,-25.699856,353.200057
60,182,404,-42.066197,362.337242
61,174,410,-59.467920,368.841882
62,166,414,-78.065803,372.657926
63,158,422,-96.840205,381.843156
64,152,426,-112.079063,386.023976
65,144,432,-133.490374,392.476503
66,138,438,-150.308539,399.369536
67,134,444,-161.655573,406.753328
68,126,450,-187.621748,413.157300
69,120,456,-208.712895,420.039956
70,116,460,-223.962308,424.618266
71,110,466,-249.075642,431.460905
72,106,472,-266.995047,438.943781
73,102,478,-286.703170,446.464528
74,96,484,-321.718506,453.283523
75,92,488,-348.989503,457.779471
76,88,494,-379.567869,465.361429
77,84,500,-415.585781,473.003133
78,82,504,-435.723397,478.473379
79,76,510,-514.157672,485.153307
80,74,518,-543.635754,497.696516
81,72,522,-580.094862,503.583504
82,68,528,-673.469142,512.198553
83,66,534,-732.244992,522.445239
84,64,540,-804.677022,533.337006
85,62,544,-896.431476,540.982536
86,60,550,-1015.053318,553.870787
87,58,556,-1175.935401,568.733199
88,56,560,-1402.144827,581.537563
89,54,566,-1753.237261,604.736720
90,52,570,-2341.719032,631.856048
91,50,576,-3606.112451,694.642520
92,50,582,-3808.397215,732.930311
93,46,586,43240.982624,-1287.331948
94,48,590,-9905.026682,1066.751118
95,46,598,15689.097357,-288.087705
96,46,602,12561.112821,-162.284685
97,44,608,4209.395112,326.598921
98,44,612,3911.074204,333.678774
99,44,618,3511.245631,345.492555
100,42,624,2277.007431,433.957699
101,42,626,2224.831241,435.586064
102,42,632,2076.666760,441.065424
103,42,636,1984.804750,445.126909
104,42,640,1898.356057,449.442093
105,42,646,1778.501006,456.270327
106,42,650,1704.878848,460.988551
107,42,656,1603.367304,468.209114
108,42,660,1541.336502,473.064528
109,42,664,1483.576202,477.915234
110,44,670,1630.015598,454.314644
111,,,,
112,,,,
113,,,,
114,,,,
115,,,,
116,,,,
117,,,,
118,,,,
119,,,,
120,,,,
121,,,,
122,,,,
123,,,,
124,,,,
125,,,,
126,,,,
127,,,,
128,,,,
129,,,,
130,,,,
131,,,,
132,,,,
133,,,,
134,,,,
135,,,,
136,,,,
137,,,,
138,,,,
139,,,,
140,,,,
141,,,,
142,,,,
143,,,,
144,,,,
145,,,,
146,,,,
147,,,,
148,,,,
149,,,,
150,,,,
151,,,,
152,,,,
153,,,,
154,,,,
155,,,,
156,,,,
157,,,,
158,,,,
159,,,,
160,,,,
161,,,,
162,,,,
163,,,,
164,,,,
165,,,,
166,,,,
167,,,,
168,,,,
169,,,,
170,,,,
171,,,,
172,,,,
173,,,,
174,,,,
175,,,,
176,,,,
177,,,,
178,,,,
179,,,,
180,,,,
181,,,,
182,,,,
183,,,,
184,,,,
185,,,,
186,,,,
187,,,,
188,,,,
189,,,,
190,,,,
191,,,,
192,,,,
193,,,,
194,,,,
195,,,,
196,,,,
197,,,,
198,,,,
199,,,,
200,,,,
201,,,,
202,,,,
203,,,,
204,,,,
205,,,,
206,,,,
207,,,,
208,,,,
209,,,,
210,,,,
211,,,,
212,,,,
213,,,,
214,,,,
215,,,,
216,,,,
217,,,,
218,,,,
219,,,,
220,,,,
221,,,,
222,,,,
223,,,,
224,,,,
225,,,,
226,,,,
227,,,,
228,,,,
229,,,,
230,,,,
231,,,,
232,,,,
233,,,,
234,,,,
235,,,,
236,,,,
237,,,,
238,,,,
239,,,,
240,,,,
241,,,,
242,,,,
243,,,,
244,,,,
245,,,,
246,,,,
247,,,,
248,,,,
249,,,,
250,,,,
251,,,,
252,,,,
253,,,,
254,,,,
255,,,,
256,,,,
257,,,,
