frame,x,y,undistort_x,undistort_y
0,,,,
1,,,,
2,,,,
3,,,,
4,,,,
5,590,304,563.915638,286.406308
6,600,300,575.386180,282.642470
7,612,296,589.104105,279.009671
8,628,292,607.315971,275.631300
9,642,288,623.065168,272.088447
10,654,284,636.423067,268.393115
11,668,282,652.055964,267.026995
12,682,276,667.330921,261.176140
13,696,274,682.729715,259.745946
14,712,272,700.207817,258.382883
15,726,270,715.377542,256.872019
16,740,268,730.452704,255.323105
17,754,266,745.440699,253.735690
18,771,263,763.511020,251.124481
19,787,261,780.455773,249.523455
20,802,260,796.293300,248.939130
21,818,260,813.139143,249.436298
22,836,260,831.996663,249.925788
23,850,260,846.603505,250.255899
24,868,260,865.317947,250.615857
25,884,260,881.901174,250.875383
26,902,260,900.511394,251.099811
27,918,262,917.037413,253.424573
28,934,264,933.530731,255.689255
29,950,264,950.000933,255.716636
30,968,266,968.522681,257.860696
31,984,268,984.982772,259.948936
32,1002,272,1003.489451,264.133767
33,1018,274,1019.968770,266.105582
34,1036,278,1038.509480,270.159446
35,1052,282,1055.010075,274.188176
36,1070,284,1073.675417,275.953105
37,1086,290,1090.216111,282.040990
38,1102,294,1106.861152,285.916969
39,1120,300,1125.618782,291.844522
40,1136,306,1142.345212,297.786894
41,1152,310,1159.224987,301.531803
42,1168,316,1176.126711,307.397544
43,1184,322,1193.131040,313.229322
44,1200,330,1210.164864,321.186331
45,1214,336,1225.211349,327.049173
46,1228,342,1240.361105,332.894927
47,1244,350,1257.760277,340.790241
48,1260,358,1275.316676,348.672824
49,1272,364,1288.595624,354.579791
50,1288,372,1306.461334,362.453679
51,1300,380,1319.894327,370.520043
52,1314,388,1335.777930,378.500172
53,1328,396,1351.832132,386.493443
54,1340,404,1365.684688,394.596509
55,1352,412,1379.679798,402.719353
56,1366,414,1396.525765,404.256304
57,1376,408,1409.047954,397.233407
58,1386,402,1421.718124,390.138875
59,1396,396,1434.541753,382.969702
60,1404,388,1445.110723,373.621707
61,1414,384,1458.106982,368.526011
62,1424,378,1471.395774,361.123076
63,1434,374,1484.712491,355.896033
64,1442,368,1495.700039,348.486361
65,1450,364,1506.653481,343.289302
66,1460,358,1520.595928,335.569545
67,1470,354,1534.554659,330.067128
68,1478,350,1545.930774,324.682438
69,1486,348,1557.238891,321.579966
70,1494,344,1568.867253,316.092164
71,1502,342,1580.420117,312.907300
72,1510,338,1592.315600,307.310429
73,1518,336,1604.128135,304.038000
74,1526,334,1616.073236,300.725467
75,1532,334,1624.943071,300.019250
76,1540,332,1637.125407,296.642396
77,1546,330,1646.420343,293.473947
78,1554,330,1658.604947,292.455796
79,1562,328,1671.196208,288.963384
80,1568,328,1680.542501,288.157706
81,1574,328,1689.975001,287.337295
82,1580,328,1699.496830,286.501489
83,1586,328,1709.111422,285.649541
84,1592,328,1718.822567,284.780613
